N°,PC,Bloq,Faja,N° de árbol,Especie (Exp inicial),Especie Reformulada,Código,Diametro (cm),Alt Cial (m),Volumen (m3),Coord  Este,Coord Norte,Condición 1,Fecha tala-Real,N°OP Parte,Código de Árbol,R,Especie Tala,D1 (cm),D2 (cm),L (m),Vol. (m3) Talado,Condición de Tala,Observación,FECHA-ARRASTRE,Obervacion,Fecha Trozado,N° Parte,CORRELATIVO,Codigo Patio,Especie Trozado,D1 (cm),D2 (cm),L (m),Vol. (m3) Trozado,Condición de Tala,Observación,n° de arboles
1685,3,1,62,21,Cachimbo,Cachimbo,1-62-21,64,12,2.509,650336,9508209,Aprovechable,9/16/2023,10,1-62-21,1,cachimbo,0.54,0.51,14.80,3.204,Talado aprovechable,,9/21/2023,carretera,9/30/2023,5,135,1-62-21-A1,Cachimbo,0.54,0.52,7.76,1.712,,,1
1685,3,1,62,21,Cachimbo,Cachimbo,1-62-21,,,,,,,,,,,,,,,,,,,,9/30/2023,5,136,1-62-21-A2,Cachimbo,0.52,0.52,6.97,1.480,,,1
1686,3,1,62,22,Quillosisa,Quillosisa,1-62-22,85,16,5.901,650316,9508239,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
1687,3,1,63,1,Aguanillo,Aguanillo,1-63-1,50,14,1.787,650356,9507007,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
1688,3,1,63,2,Quillosisa,Quillosisa,1-63-2,75,12,3.446,650394,9507034,Aprovechable,9/30/2023,27,1-63-2,1,quillosisa,0.90,0.63,17.50,8.044,Talado aprovechable,,10/22/2023,carretera,10/24/2023,17,502,1-63-2-A,Quillosisa,0.86,0.71,8.26,3.998,,,1
1688,3,1,63,2,Quillosisa,Quillosisa,1-63-2,,,,,,,,,,,,,,,,,,,,10/24/2023,17,503,1-63-2-B,Quillosisa,0.71,0.62,8.28,2.876,,,1
1689,3,1,63,3,Quillosisa,Quillosisa,1-63-3,70,14,3.502,650381,9507086,Aprovechable,,,,,,,,,0.000,,,10/23/2023,carretera,,,,,,,,,0.000,,,1
1690,3,1,63,4,Quillosisa,Quillosisa,1-63-4,95,14,6.450,650393,9507106,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
1691,3,1,63,5,Pashaco,Pashaco,1-63-5,70,14,3.502,650375,9507137,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
1692,3,1,63,6,Huayruro,Huayruro,1-63-6,70,14,3.502,650366,9507293,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
1693,3,1,63,7,Cumaceba,Cumaceba,1-63-7,70,10,2.501,650373,9507310,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
1694,3,1,63,8,Cumala,Cumala,1-63-8,60,10,1.838,650379,9507324,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
1695,3,1,63,9,Panguana,Panguana,1-63-9,64,12,2.509,650396,9507425,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
1696,3,1,63,10,Pashaco,Pashaco,1-63-10,75,14,4.020,650391,9507470,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
1697,3,1,63,11,Tangarana,Tangarana,1-63-11,80,14,4.574,650386,9507479,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
1698,3,1,63,12,Huayruro,Huayruro,1-63-12,85,16,5.901,650406,9507506,Aprovechable,9/14/2023,3,1-63-12,1,huayruro,0.87,0.82,15.10,8.468,Talado aprovechable,,,,,,,,,,,,0.000,,,1
1699,3,1,63,13,Añuje rumo,Añuje rumo,1-63-13,65,13,2.804,650362,9507594,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
1700,3,1,63,14,Cumala,Cumala,1-63-14,60,14,2.573,650360,9507747,Aprovechable,10/1/2023,29,1-63-14,1,aguanillo,0.62,0.42,19.70,4.184,Talado aprovechable,,,,,,,,,,,,0.000,,,1
1701,3,1,63,15,Pashaco,Pashaco,1-63-15,80,14,4.574,650394,9507763,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
1702,3,1,63,16,Ana caspi,Ana caspi,1-63-16,90,16,6.616,650394,9507809,Aprovechable,9/13/2023,2,1-63-16,2,Ana caspi,0.75,0.73,9.20,3.957,Talado aprovechable,Mitad de la troza hueco,,,,,,,,,,,0.000,,,1
1703,3,1,63,17,Añuje rumo,Añuje rumo,1-63-17,60,12,2.205,650366,9507964,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
1704,3,1,63,18,Almendro,Almendro,1-63-18,60,10,1.838,650368,9507995,Semillero,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
1705,3,1,63,19,Panguana,Panguana,1-63-19,80,14,4.574,650377,9508046,Aprovechable,10/6/2023,44,1-63-19,2,panguana,0.90,0.76,17.04,9.220,Talado aprovechable,,10/22/2023,carretera,10/20/2023,17,495,2-63-19-A,Panguana,0.91,0.76,8.23,4.507,,,1
1705,3,1,63,19,Panguana,Panguana,1-63-19,80,14,4.574,,,,,,,,,,,,,,,,,10/20/2023,17,496,2-63-19-B,Panguana,0.76,0.68,8.23,3.351,,,1
1705,3,1,63,19,Panguana,Panguana,1-63-19,80,14,4.574,,,,,,,,,,,,,,,,,10/20/2023,17,497,2-63-19-C,Panguana,0.68,0.57,6.98,2.141,,,1
1706,3,1,63,21,Tornillo,Tornillo,1-63-21,90,12,4.962,650372,9508108,Aprovechable,9/16/2023,10,1-63-21,1,tornillo,0.97,0.85,14.20,9.236,Talado aprovechable,,9/18/2023,carretera,9/30/2023,3,63,1-63-21-A1,Tornillo,0.98,0.87,7.32,4.919,,,1
1706,3,1,63,21,Tornillo,Tornillo,1-63-21,,,,,,,,,,,,,,,,,,,,9/30/2023,3,64,1-63-21-A2,Tornillo,0.87,0.80,6.86,3.757,,,1
1707,3,1,63,22,Panguana,Panguana,1-63-22,65,16,3.451,650380,9508198,Aprovechable,10/6/2023,44,1-63-22,1,panguana,0.70,0.55,16.20,4.970,Talado aprovechable,,10/7/2023,carretera,9/30/2023,7,208,1-63-22-A,Panguana,0.75,0.68,8.12,3.260,,,1
1707,3,1,63,22,Panguana,Panguana,1-63-22,,,,,,,,,,,,,,,,,,,,9/30/2023,7,209,1-63-22-B,Panguana,0.68,0.65,8.23,2.858,,,1
1708,3,1,63,23,Cachimbo,Cachimbo,1-63-23,70,16,4.002,650383,9508206,Aprovechable,9/16/2023,10,1-63-23,1,cachimbo,0.76,0.56,16.70,5.713,Talado aprovechable,,9/21/2023,carretera,9/30/2023,5,128,1-63-23-A1,Cachimbo,0.70,0.67,8.36,3.081,,,1
1708,3,1,63,23,Cachimbo,Cachimbo,1-63-23,,,,,,,,,,,,,,,,,,,,9/30/2023,5,129,1-63-23-A2,Cachimbo,0.67,0.59,8.26,2.575,,,1
1709,3,1,63,24,Mari mari,Mari mari,1-63-24,70,15,3.752,650391,9508211,Aprovechable,9/16/2023,10,1-63-24,1,mari mari,0.80,0.50,24.40,8.097,Talado aprovechable,,9/21/2023,carretera,9/30/2023,5,130,1-63-24-A1,Mari mari,0.73,0.57,9.32,3.093,,,1
1709,3,1,63,24,Mari mari,Mari mari,1-63-24,,,,,,,,,,,,,,,,,,,,9/30/2023,5,131,1-63-24-A2,Mari mari,0.57,0.50,7.78,1.749,,,1
1709,3,1,63,24,Mari mari,Mari mari,1-63-24,,,,,,,,,,,,,,,,,,,,9/30/2023,5,132,1-63-24-A3,Mari mari,0.50,0.44,7.47,1.296,,,1
1710,3,1,63,25,Machimango,Machimango,1-63-25,58,10,1.717,650368,9508239,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
1711,3,1,64,1,Cachimbo,Cachimbo,1-64-1,61,17,3.229,650442,9508248,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
1712,3,1,64,2,Machimango,Machimango,1-64-2,64,18,3.764,650426,9508198,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
1713,3,1,64,3,Machimango,Machimango,1-64-3,52,17,2.347,650422,9508191,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
1714,3,1,64,4,Machimango,Machimango,1-64-4,52,17,2.347,650446,9508065,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
1715,3,1,64,5,Moena,Moena,1-64-5,66,17,3.780,650448,9507922,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
1716,3,1,64,6,Tangarana,Tangarana,1-64-6,75,13,3.733,650432,9507803,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
1717,3,1,64,7,Cumaceba,Cumaceba,1-64-7,52,17,2.347,650437,9507802,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
1718,3,1,64,8,Pashaco,Pashaco,1-64-8,64,17,3.555,650464,9507775,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
1719,3,1,64,9,Cumala,Cumala,1-64-9,67,19,4.354,650434,9507651,Aprovechable,10/1/2023,30,1-64-9,1,cumala,0.65,0.45,21.00,4.989,Talado aprovechable,,,,,,,,,,,,0.000,,,1
1720,3,1,64,10,Huayruro,Huayruro,1-64-10,55,14,2.162,650440,9507650,Semillero,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
1721,3,1,64,11,Tangarana,Tangarana,1-64-11,53,16,2.294,650425,9507574,Semillero,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
1722,3,1,64,13,Quillosisa,Quillosisa,1-64-13,58,17,2.920,650459,9507289,Aprovechable,10/1/2023,30,1-64-13,1,quillosisa,,,,0.000,,No se ubico,,,,,,,,,,,0.000,,,1
1723,3,1,64,14,Quillosisa,Quillosisa,1-64-14,57,18,2.986,650419,9507144,Semillero,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
1724,3,1,64,15,Quillosisa,Quillosisa,1-64-15,52,18,2.485,650404,9507128,Semillero,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
1725,3,1,64,16,Panguana,Panguana,1-64-16,50,16,2.042,650405,9507084,Semillero,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
1726,3,1,64,17,Quillosisa,Quillosisa,1-64-17,83,19,6.682,650429,9507053,Aprovechable,9/30/2023,27,1-64-17,2,quillosisa,0.92,0.72,21.40,11.301,Talado aprovechable,,10/22/2023,carretera,10/24/2023,17,504,1-64-17-A,Quillosisa,0.86,0.76,8.26,4.256,,,1
1726,3,1,64,17,Quillosisa,Quillosisa,1-64-17,,,,,,,,,,,,,,,,,,,,10/24/2023,17,505,1-64-17-B,Quillosisa,0.76,0.76,8.26,3.747,,,1
1726,3,1,64,17,Quillosisa,Quillosisa,1-64-17,,,,,,,,,,,,,,,,,,,,10/24/2023,17,506,1-64-17-C,Quillosisa,0.76,0.74,5.40,2.386,,,1
1727,3,1,64,18,Palisangre,Palisangre,1-64-18,65,16,3.451,650435,9507029,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
1728,3,1,64,19,Tangarana,Tangarana,1-64-19,87,18,6.955,650445,9507024,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
1729,3,1,65,1,Añuje rumo,Añuje rumo,1-65-1,68,13,3.069,650451,9508079,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
1730,3,1,65,2,Caimitillo,Caimitillo,1-65-2,64,13,2.718,650453,9508049,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
1731,3,1,65,3,Panguana,Panguana,1-65-3,100,16,8.168,650468,9507988,Aprovechable,10/6/2023,44,1-65-3,1,panguana,1.00,0.74,16.30,9.690,Talado aprovechable,,10/7/2023,carretera,9/30/2023,7,202,1-65-3-A,Panguana,0.98,0.90,8.70,6.038,,,1
1731,3,1,65,3,Panguana,Panguana,1-65-3,,,,,,,,,,,,,,,,,,,,9/30/2023,7,203,1-65-3-B,Panguana,0.90,0.83,8.15,4.789,,,1
1732,3,1,65,4,Tornillo,Tornillo,1-65-4,95,15,6.911,650480,9507970,Aprovechable,10/1/2023,31,1-65-4,1,tornillo,0.95,0.75,15.50,8.795,Talado aprovechable,,10/7/2023,carretera,9/30/2023,7,204,1-65-4-A,Tornillo,0.82,0.76,8.48,4.157,,,1
1732,3,1,65,4,Tornillo,Tornillo,1-65-4,,,,,,,,,,,,,,,,,,,,9/30/2023,7,205,1-65-4-B,Tornillo,0.76,0.72,6.27,2.697,,,1
1733,3,1,65,5,Machimango,Machimango,1-65-5,74,13,3.634,650497,9507969,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
1734,3,1,65,6,Panguana,Panguana,1-65-6,72,15,3.970,650496,9507965,Aprovechable,10/6/2023,44,1-65-6,1,panguana,0.85,0.60,20.20,8.339,Talado aprovechable,,10/7/2023,carretera,9/30/2023,7,206,1-65-6-A,Panguana,0.68,0.67,8.70,3.113,,,1
1734,3,1,65,6,Panguana,Panguana,1-65-6,,,,,,,,,,,,,,,,,,,,9/30/2023,7,207,1-65-6-B,Panguana,0.67,0.60,8.20,2.597,,,1
1735,3,1,65,7,Tangarana,Tangarana,1-65-7,71,14,3.603,650498,9507953,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
1736,3,1,65,8,Pashaco,Pashaco,1-65-8,55,14,2.162,650484,9507515,Semillero,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
1737,3,1,65,9,Azucar huayo,Azucar huayo,1-65-9,61,12,2.280,650480,9507520,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
1738,3,1,65,10,Machimango,Machimango,1-65-10,69,12,2.917,650489,9507511,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
1739,3,1,65,11,Pashaco,Pashaco,1-65-11,80,10,3.267,650467,9507390,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
1740,3,1,65,12,Huayruro,Huayruro,1-65-12,94,14,6.315,650466,9507378,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
1741,3,1,65,13,Pashaco,Pashaco,1-65-13,90,13,5.376,650460,9507363,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
1742,3,1,65,14,Huayruro,Huayruro,1-65-14,88,15,5.930,650477,9507286,Aprovechable,9/14/2023,3,1-65-14,1,huayruro,0.76,0.63,13.25,5.027,Talado aprovechable,,,,10/24/2023,18,515,1-65-14-A,Huayruro,0.72,0.68,7.21,2.775,,,1
1742,3,1,65,14,Huayruro,Huayruro,1-65-14,,,,,,,,,,,,,,,,,,,,10/24/2023,18,516,1-65-14-B,Huayruro,0.68,0.58,5.97,1.861,,,1
1743,3,1,65,15,Pashaco,Pashaco,1-65-15,75,14,4.020,650466,9507240,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
1744,3,1,65,16,Cachimbo,Cachimbo,1-65-16,110,19,11.737,650453,9507246,Aprovechable,9/15/2023,8,1-65-16,2,cachimbo,1.04,0.80,19.40,12.896,Talado aprovechable,,10/23/2023,carretera,,,,,,,,,0.000,,,1
1745,3,1,65,17,Pashaco,Pashaco,1-65-17,92,14,6.049,650473,9507210,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
1746,3,1,65,18,Machimango,Machimango,1-65-18,50,14,1.787,650479,9507201,Semillero,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
1747,3,1,65,19,Tangarana,Tangarana,1-65-19,61,16,3.039,650496,9507186,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
1748,3,1,65,20,Panguana,Panguana,1-65-20,62,14,2.747,650496,9507188,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
1749,3,1,65,21,Almendro,Almendro,1-65-21,66,10,2.224,650459,9507065,Aprovechable,10/27/2023,66,1-65-21,1,almendro,0.92,0.62,12.3,5.728,Talado aprovechable,No ubicado,,,,,,,,,,,0.000,,,1
1750,3,1,65,22,Pashaco,Pashaco,1-65-22,81,13,4.354,650463,9507059,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
1751,3,1,65,23,Casho,Casho,1-65-23,84,15,5.403,650465,9508073,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
1752,3,1,66,1,Machimango,Machimango,1-66-1,53,14,2.008,650541,9508220,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
1753,3,1,66,3,Tornillo,Tornillo,1-66-3,110,15,9.266,650522,9508134,Aprovechable,9/12/2023,1,1-66-3,,tornillo,,,,0.000,Talado NO Aprovechable,Cachimbo- Hueco talado,,,,,,,,,,,0.000,,,1
1754,3,1,66,5,Añuje rumo,Añuje rumo,1-66-5,80,12,3.921,650532,9508052,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
1755,3,1,66,6,Añuje rumo,Añuje rumo,1-66-6,60,12,2.205,650530,9508016,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
1756,3,1,66,7,Panguana,Panguana,1-66-7,65,14,3.020,650521,9508021,Aprovechable,10/6/2023,44,1-66-7,1,panguana,0.70,0.47,14.66,3.940,Talado aprovechable,,10/7/2023,carretera,9/30/2023,7,201,1-66-7-A,Panguana,0.72,0.55,8.30,2.629,,,1
1757,3,1,66,8,Panguana,Panguana,1-66-8,70,14,3.502,650545,9507986,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
1758,3,1,66,9,Tangarana,Tangarana,1-66-9,68,12,2.833,650533,9507877,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
1759,3,1,66,10,Tangarana,Tangarana,1-66-10,60,10,1.838,650530,9507869,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
1760,3,1,66,11,Mari mari,Mari mari,1-66-11,70,10,2.501,650543,9507861,Aprovechable,9/15/2023,8,1-66-11,1,mari mari,,,,0.000,Talado NO Aprovechable,Talado Antiguo Podrido,,,,,,,,,,,0.000,,,1
1761,3,1,66,12,Quillosisa,Quillosisa,1-66-12,70,14,3.502,650513,9507621,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
1762,3,1,66,13,Palisangre,Palisangre,1-66-13,70,14,3.502,650522,9507523,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
1763,3,1,66,14,Tornillo,Tornillo,1-66-14,110,15,9.266,650542,9507471,Aprovechable,9/14/2023,4,1-66-14,2,tornillo,1.40,1.15,20.00,25.535,Talado aprovechable,Pashaco,,,,,,,,,,,0.000,,,1
1764,3,1,66,15,Machimango,Machimango,1-66-15,75,15,4.307,650515,9507459,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
1765,3,1,66,16,Pashaco,Pashaco,1-66-16,70,14,3.502,650539,9507386,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
1766,3,1,66,17,Panguana,Panguana,1-66-17,78,14,4.348,650511,9507322,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
1767,3,1,66,18,Panguana,Panguana,1-66-18,78,14,4.348,650509,9507280,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
1768,3,1,66,19,Cachimbo,Cachimbo,1-66-19,75,16,4.595,650516,9507267,Aprovechable,9/14/2023,4,1-66-19,1,cachimbo,0.92,0.69,15.50,7.889,Talado aprovechable,,,,10/24/2023,18,511,1-66-19-A,Cachimbo,0.86,0.73,7.57,3.758,,,1
1768,3,1,66,19,Cachimbo,Cachimbo,1-66-19,,,,,,,,,,,,,,,,,,,,10/24/2023,18,512,1-66-19-B,Cachimbo,0.73,0.64,8.16,3.007,,,1
1769,3,1,66,20,Tangarana,Tangarana,1-66-20,75,14,4.020,650527,9507245,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
1770,3,1,66,21,Panguana,Panguana,1-66-21,80,16,5.228,650534,9507242,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
1771,3,1,66,22,Huayruro,Huayruro,1-66-22,70,16,4.002,650541,9507083,Aprovechable,9/30/2023,28,1-66-22,1,huayruro,0.60,0.52,15.40,3.793,Talado aprovechable,,10/20/2023,carretera,10/24/2023,18,521,1-66-22-A,Huayruro,0.59,0.57,7.76,2.050,,,1
1771,3,1,66,22,Huayruro,Huayruro,1-66-22,,,,,,,,,,,,,,,,,,,,10/24/2023,18,522,1-66-22-B,Huayruro,0.57,0.44,7.10,1.422,,,1
1772,3,1,66,23,Panguana,Panguana,1-66-23,65,14,3.020,650526,9507058,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
1773,3,1,66,24,Añuje rumo,Añuje rumo,1-66-24,55,10,1.544,650532,9507054,Aprovechable,9/30/2023,28,1-66-24,1,Añuje rumo,,,,0.000,,Delgado Parado,,,,,,,,,,,0.000,,,1
1774,3,1,66,25,Cumala,Cumala,1-66-25,58,13,2.233,650529,9507031,Aprovechable,10/1/2023,29,1-66-25,1,cumala,0.63,0.45,17.70,4.054,Talado aprovechable,,10/20/2023,carretera,10/24/2023,18,532,1-66-25-A,Cumala,0.58,0.46,4.22,0.896,,,1
1774,3,1,66,25,Cumala,Cumala,1-66-25,,,,,,,,,,,,,,,,,,,,10/24/2023,18,533,1-66-25-B,Cumala,0.46,0.46,4.18,0.695,,,1
1774,3,1,66,25,Cumala,Cumala,1-66-25,,,,,,,,,,,,,,,,,,,,10/24/2023,18,534,1-66-25-C,Cumala,0.46,0.41,4.18,0.621,,,1
1774,3,1,66,25,Cumala,Cumala,1-66-25,,,,,,,,,,,,,,,,,,,,10/24/2023,18,535,1-66-25-D,Cumala,0.41,0.39,4.19,0.527,,,1
1775,3,1,66,26,Cumala,Cumala,1-66-26,59,12,2.133,650544,9507017,Aprovechable,10/1/2023,29,1-66-26,1,cumala,0.53,0.44,11.95,2.208,Talado aprovechable,,,,10/24/2023,18,529,1-66-26-A,Cumala,0.50,0.50,4.16,0.817,,,1
1775,3,1,66,26,Cumala,Cumala,1-66-26,,,,,,,,,,,,,,,,,,,,10/24/2023,18,530,1-66-26-B,Cumala,0.50,0.46,4.18,0.756,,,1
1775,3,1,66,26,Cumala,Cumala,1-66-26,,,,,,,,,,,,,,,,,,,,10/24/2023,18,531,1-66-26-C,Cumala,0.46,0.41,3.62,0.538,,,1
1776,3,1,66,28,Shihuahuaco,Shihuahuaco,1-66-28,77,12,3.632,650558,9507827,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
1777,3,1,66,29,Pashaco,Pashaco,1-66-29,73,15,4.081,650557,9507844,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
1778,3,1,67,2,Machimango,Machimango,1-67-2,54,17,2.531,650576,9507010,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
1779,3,1,67,3,Tornillo,Tornillo,1-67-3,123,20,15.447,650568,9507065,Aprovechable,9/30/2023,28,1-67-3,2,tornillo,1.10,0.82,21.40,15.490,Talado aprovechable,,,,10/24/2023,18,513,1-67-3-B,Tornillo,1.02,0.88,6.55,4.643,,,1
1779,3,1,67,3,Tornillo,Tornillo,1-67-3,,,,,,,,,,,,,,,,,,,,10/24/2023,18,514,1-67-3-C,Tornillo,0.88,0.78,5.70,3.084,,,1
1779,3,1,67,3,Tornillo,Tornillo,1-67-3,,,,,,,,,,,,,,,,,,,,10/24/2023,18,520,1-67-3-A,Tornillo,1.10,1.02,9.00,7.942,,,1
1780,3,1,67,4,Tangarana,Tangarana,1-67-4,72,19,5.028,650574,9507077,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
1781,3,1,67,5,Cachimbo,Cachimbo,1-67-5,74,18,5.032,650564,9507182,Aprovechable,10/1/2023,30,1-67-5,1,cachimbo,0.83,0.72,17.10,8.067,Talado aprovechable,,10/22/2023,carretera,10/24/2023,17,507,1-67-5-A,Cachimbo,0.80,0.75,8.45,3.986,,,1
1781,3,1,67,5,Cachimbo,Cachimbo,1-67-5,,,,,,,,,,,,,,,,,,,,10/24/2023,17,508,1-67-5-B,Cachimbo,0.75,0.74,8.64,3.766,,,1
1782,3,1,67,6,Loro caspi,Loro caspi,1-67-6,62,15,2.944,650566,9507390,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
1783,3,1,67,7,Tornillo,Tornillo,1-67-7,119,21,15.182,650562,9507415,Aprovechable,9/14/2023,4,1-67-7,3,tornillo,1.20,0.67,30.30,20.804,Talado aprovechable,,9/16/2023,carretera,9/30/2023,3,65,1-67-7-A,Tornillo,1.04,0.90,6.33,4.678,,,1
1783,3,1,67,7,Tornillo,Tornillo,1-67-7,,,,,,,,,,,,,,,,,,,,9/30/2023,3,66,1-67-7-B1,Tornillo,0.90,0.88,5.34,3.322,,,1
1783,3,1,67,7,Tornillo,Tornillo,1-67-7,,,,,,,,,,,,,,,,,,,,9/30/2023,5,137,1-67-7-B2,Tornillo,0.88,0.88,5.90,3.588,,,1
1783,3,1,67,7,Tornillo,Tornillo,1-67-7,,,,,,,,,,,,,,,,,,,,9/30/2023,3,71,1-67-7-C1,Tornillo,0.88,0.78,5.60,3.030,,,1
1783,3,1,67,7,Tornillo,Tornillo,1-67-7,,,,,,,,,,,,,,,,,,,,9/30/2023,3,72,1-67-7-C2,Tornillo,0.78,0.60,7.40,2.767,,,1
1784,3,1,67,8,Palisangre,Palisangre,1-67-8,54,14,2.084,650593,9507612,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
1785,3,1,67,10,Pashaco,Pashaco,1-67-10,71,19,4.890,650600,9507725,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
1786,3,1,67,12,Ana caspi,Ana caspi,1-67-12,66,17,3.780,650570,9507852,Aprovechable,9/13/2023,2,1-67-12,1,Ana caspi,0.80,0.58,14.90,5.572,Talado aprovechable,,,,,,,,,,,,0.000,,,1
1787,3,1,67,13,Cumala,Cumala,1-67-13,65,18,3.882,650575,9507869,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
1788,3,1,67,15,Palisangre,Palisangre,1-67-15,49,14,1.716,650596,9508081,Semillero,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
1789,3,1,67,16,Panguana,Panguana,1-67-16,105,16,9.005,650546,9508103,Aprovechable,10/6/2023,44,1-67-16,3,panguana,1.20,0.92,22.70,20.032,Talado aprovechable,,,,9/30/2023,7,196,1-67-16-A,Panguana,1.20,1.05,8.46,8.409,,,1
1789,3,1,67,16,Panguana,Panguana,1-67-16,,,,,,,,,,,,,,,,,,,,9/30/2023,7,197,1-67-16-B,Panguana,1.05,1.00,8.22,6.783,,,1
1789,3,1,67,16,Panguana,Panguana,1-67-16,,,,,,,,,,,,,,,,,,,,9/30/2023,7,198,1-67-16-C,Panguana,1.00,0.90,6.46,4.579,,,1
1790,3,1,67,17,Cachimbo,Cachimbo,1-67-17,81,15,5.024,650566,9508147,Aprovechable,9/15/2023,8,1-67-17,1,cachimbo,0.86,0.75,14.90,7.583,Talado aprovechable,,9/18/2023,carretera,9/30/2023,2,57,1-67-17-A1,Cachimbo,0.84,0.70,7.75,3.609,,,1
