,Especie,Dap,HC,HT,CF,VOL M3,ESTE,NORTE,Condicion,Dap_Outlier,HT_Outlier,Color,Dap_z,HT_z,HT_zscore,Dap_zscore
0,Cumala llorona,65.0,16.0,20.0,1,3.451,675753.0,9630643.0,True,False,False,Inlier,0.6177794975196921,-0.09585311515779432,-0.09585311515779432,0.6177794975196921
1,Almendro,110.0,14.0,19.0,2,8.648,675804.0,9630662.0,True,False,False,Inlier,1.5614302005311302,0.11139501147451951,0.11139501147451951,1.5614302005311302
2,Mari mari,47.0,13.0,19.0,2,1.466,675811.0,9630667.0,True,False,False,Inlier,-1.2794873213960245,-0.7538363066373317,-0.7538363066373317,-1.2794873213960245
3,Azucar huayo,65.0,16.0,21.0,1,3.451,675729.0,9630714.0,True,False,False,Inlier,0.3821166483207243,0.01592032883106568,0.01592032883106568,0.3821166483207243
4,Huayruro,66.0,13.0,18.0,1,2.891,675771.0,9630741.0,True,False,False,Inlier,-0.2667217773885586,-1.5874507866387544,-1.5874507866387544,-0.2667217773885586
5,Cumala blanca,48.0,16.0,21.0,1,0.0,675789.0,9630733.0,False,False,False,Inlier,-0.8922909570664038,0.09305176734769184,0.09305176734769184,-0.8922909570664038
6,Andiroba,67.0,13.0,20.0,1,2.979,675793.0,9630752.0,True,False,False,Inlier,0.825662894011085,0.2686274577822891,0.2686274577822891,0.825662894011085
7,Panguana,65.0,15.0,19.0,1,3.235,675786.0,9630765.0,True,False,False,Inlier,-0.7959943942911971,-1.020469579746986,-1.020469579746986,-0.7959943942911971
8,Requia,95.0,12.0,18.0,2,5.529,675756.0,9630772.0,True,False,False,Inlier,1.8211334566982076,-0.7137464271463296,-0.7137464271463296,1.8211334566982076
9,Machimango,50.0,16.0,20.0,1,0.0,675742.0,9630773.0,False,False,False,Inlier,-1.1783892010864596,-0.41025306744479323,-0.41025306744479323,-1.1783892010864596
10,Marupa,52.0,12.0,19.0,1,1.657,675730.0,9630769.0,True,False,False,Inlier,-0.6162259433523559,-0.6824372531572895,-0.6824372531572895,-0.6162259433523559
11,Palisangre,100.0,10.0,18.0,1,5.105,675726.0,9630821.0,True,False,False,Inlier,1.4053777079123029,-1.0957735614979403,-1.0957735614979403,1.4053777079123029
12,Aguanillo,50.0,17.0,21.0,1,2.17,675744.0,9630837.0,True,False,False,Inlier,-0.5139967614108548,,,-0.5139967614108548
13,Machimango,66.0,16.0,22.0,1,3.558,675773.0,9630831.0,True,False,False,Inlier,0.36027629625174434,0.5103147912118169,0.5103147912118169,0.36027629625174434
14,Copal,54.0,17.0,22.0,1,2.531,675771.0,9630863.0,True,False,False,Inlier,-0.8129794925173928,0.6370604216933744,0.6370604216933744,-0.8129794925173928
15,Marupa,60.0,19.0,25.0,1,3.492,675772.0,9630866.0,True,False,False,Inlier,0.2291976225831702,1.6881342578101382,1.6881342578101382,0.2291976225831702
16,Cumala blanca,50.0,14.0,19.0,2,1.787,675731.0,9630899.0,True,False,False,Inlier,-0.6698962504419506,-0.7852498064664966,-0.7852498064664966,-0.6698962504419506
17,Mashonaste,56.0,18.0,23.0,1,2.882,675770.0,9630924.0,True,False,False,Inlier,-0.14568982960957497,1.0534884948077103,1.0534884948077103,-0.14568982960957497
18,Cumala caupuri,63.0,19.0,24.0,1,3.85,675802.0,9630900.0,True,False,False,Inlier,0.5523389174067426,1.240215068269098,1.240215068269098,0.5523389174067426
19,Cumala blanca,55.0,16.0,21.0,1,2.471,675813.0,9630898.0,True,False,False,Inlier,-0.11390948388081742,0.09305176734769184,0.09305176734769184,-0.11390948388081742
20,Quillosisa,57.0,10.0,17.0,1,1.659,675810.0,9630965.0,True,False,False,Inlier,-0.5606207872362668,-1.5871197537297141,-1.5871197537297141,-0.5606207872362668
21,Machimango,80.0,17.0,22.0,1,5.554,675809.0,9630985.0,True,False,False,Inlier,1.7066086064226729,0.5103147912118169,0.5103147912118169,1.7066086064226729
22,Mari mari,60.0,12.0,20.0,1,2.205,675805.0,9630982.0,True,False,False,Inlier,-0.5237844453419601,-0.39557746783939207,-0.39557746783939207,-0.5237844453419601
23,Quillosisa,75.0,14.0,23.0,1,4.02,675798.0,9630978.0,True,False,False,Inlier,0.9259473314318236,1.0494635505118295,1.0494635505118295,0.9259473314318236
24,Andiroba,55.0,10.0,16.0,1,1.544,675776.0,9630991.0,True,False,False,Inlier,-0.38283331417815053,-1.1606733553234754,-1.1606733553234754,-0.38283331417815053
25,Cumala blanca,60.0,17.0,23.0,1,3.124,675774.0,9630988.0,True,False,False,Inlier,0.4420772826803157,0.9713533411618802,0.9713533411618802,0.4420772826803157
26,Cumala blanca,67.0,18.0,22.0,1,4.125,675746.0,9630986.0,True,False,False,Inlier,1.2204587558659021,0.532202554254786,0.532202554254786,1.2204587558659021
27,Cumala blanca,47.0,16.0,22.0,1,1.804,675752.0,9630970.0,True,False,False,Inlier,-1.0034883103786305,0.532202554254786,0.532202554254786,-1.0034883103786305
28,Cumala blanca,55.0,14.0,21.0,1,2.162,675745.0,9630970.0,True,False,False,Inlier,-0.11390948388081742,0.09305176734769184,0.09305176734769184,-0.11390948388081742
29,Pashaco,75.0,14.0,21.0,1,4.02,675731.0,9631003.0,True,False,False,Inlier,0.04379507864394352,0.13351929129294018,0.13351929129294018,0.04379507864394352
30,Cumala blanca,46.0,15.0,21.0,1,1.62,675759.0,9631036.0,True,False,False,Inlier,-1.114685663690857,0.09305176734769184,0.09305176734769184,-1.114685663690857
31,Cumala blanca,49.0,16.0,20.0,1,1.961,675825.0,9631058.0,True,False,False,Inlier,-0.7810936037541771,-0.34609901955940237,-0.34609901955940237,-0.7810936037541771
32,Yacushapana,110.0,10.0,20.0,1,6.177,675775.0,9631089.0,True,False,False,Inlier,1.8888876848310028,-0.4050542049426917,-0.4050542049426917,1.8888876848310028
33,Machimango,47.0,15.0,22.0,1,1.692,675772.0,9631087.0,True,False,False,Inlier,-1.466888981837373,0.5103147912118169,0.5103147912118169,-1.466888981837373
34,Yacushapana,53.0,15.0,20.0,1,2.151,675749.0,9631072.0,True,False,False,Inlier,-1.1479530600170051,-0.4050542049426917,-0.4050542049426917,-1.1479530600170051
35,Palisangre,57.0,12.0,18.0,1,1.99,675757.0,9631047.0,True,False,False,Inlier,-1.2023219227206097,-1.0957735614979403,-1.0957735614979403,-1.2023219227206097
36,Palisangre,90.0,11.0,19.0,1,4.549,675777.0,9631153.0,True,False,False,Inlier,0.7989359333465094,-0.6652047006885953,-0.6652047006885953,0.7989359333465094
37,Aguanillo,59.0,12.0,19.0,2,2.133,675807.0,9631159.0,True,False,False,Inlier,0.6022467854117912,,,0.6022467854117912
38,Ana caspi,67.0,15.0,20.0,1,3.438,675820.0,9631156.0,True,False,False,Inlier,-0.4447747590405677,-0.689732273979135,-0.689732273979135,-0.4447747590405677
39,Panguana,64.0,15.0,20.0,1,3.137,675819.0,9631178.0,True,False,False,Inlier,-0.8463076953018511,-0.5621230735894414,-0.5621230735894414,-0.8463076953018511
40,Machimango,60.0,14.0,19.0,2,2.573,675801.0,9631198.0,True,False,False,Inlier,-0.21672326525008218,-0.8705369967730983,-0.8705369967730983,-0.21672326525008218
41,Cumala caupuri,70.0,18.0,23.0,1,4.503,675801.0,9631218.0,True,False,False,Inlier,1.313985214041303,0.7706538719013182,0.7706538719013182,1.313985214041303
42,Cumala blanca,90.0,20.0,25.0,1,8.27,675785.0,9631225.0,True,True,False,Inlier,3.7779978820471145,1.8496549149760686,1.8496549149760686,3.7779978820471145
43,Machimango,50.0,15.0,21.0,1,1.914,675786.0,9631240.0,True,False,False,Inlier,-1.1783892010864596,0.05003086188351185,0.05003086188351185,-1.1783892010864596
44,Cumala blanca,80.0,18.0,24.0,1,5.881,675789.0,9631242.0,True,True,False,Inlier,2.6660243489248483,1.4105041280689745,1.4105041280689745,2.6660243489248483
45,Almendro,130.0,13.0,20.0,1,11.216,675778.0,9631246.0,True,True,False,Inlier,2.52909135660331,0.584204949066366,0.584204949066366,2.52909135660331
46,Anuje rumo,65.0,16.0,20.0,1,3.451,675759.0,9631292.0,True,False,False,Inlier,0.09538244309580897,0.133791923239271,0.133791923239271,0.09538244309580897
47,Canela moena,46.0,16.0,21.0,1,1.728,675766.0,9631281.0,True,False,False,Inlier,-1.0995392381963713,0.9729119999396679,0.9729119999396679,-1.0995392381963713
48,Canela moena,47.0,15.0,21.0,2,1.692,675743.0,9631250.0,True,False,False,Inlier,-0.9626970185955129,0.9729119999396679,0.9729119999396679,-0.9626970185955129
49,Quinilla,51.0,15.0,20.0,1,1.992,675770.0,9631293.0,True,False,False,Inlier,-0.6521546507260247,-0.4082482904638615,-0.4082482904638615,-0.6521546507260247
50,Pashaco,110.0,13.0,20.0,1,8.03,675791.0,9631334.0,True,True,False,Inlier,2.337823007612402,-0.298454886419514,-0.298454886419514,2.337823007612402
51,Pashaco,92.0,16.0,22.0,1,6.914,675777.0,9631320.0,True,False,False,Inlier,1.1580372155714804,0.5654934690053944,0.5654934690053944,1.1580372155714804
52,Andiroba,46.0,12.0,18.0,1,1.296,675758.0,9631323.0,True,False,False,Inlier,-1.289205470320077,-0.44602294877059323,-0.44602294877059323,-1.289205470320077
53,Pashaco,80.0,15.0,21.0,1,4.901,675740.0,9631332.0,True,False,False,Inlier,0.3715133542108661,0.13351929129294018,0.13351929129294018,0.3715133542108661
54,Caimitillo,50.0,12.0,20.0,1,1.532,675726.0,9631342.0,True,False,False,Inlier,-1.2628187985026895,0.1687631851389036,0.1687631851389036,-1.2628187985026895
55,Almendro,72.0,13.0,19.0,1,3.44,675731.0,9631369.0,True,False,False,Inlier,-0.27712599600601184,0.11139501147451951,0.11139501147451951,-0.27712599600601184
56,Cumala blanca,56.0,17.0,22.0,1,0.0,675749.0,9631385.0,False,False,False,Inlier,-0.002712130568590797,0.532202554254786,0.532202554254786,-0.002712130568590797
57,Yacushapana,55.0,14.0,19.0,1,2.162,675758.0,9631386.0,True,False,False,Inlier,-1.0413972444083033,-0.8404874752560845,-0.8404874752560845,-1.0413972444083033
58,Quillosisa,60.0,14.0,20.0,1,2.573,675780.0,9631377.0,True,False,False,Inlier,-0.31285943412491846,-0.2688281016089423,-0.2688281016089423,-0.31285943412491846
59,Cumala blanca,60.0,16.0,21.0,1,2.941,675789.0,9631365.0,True,False,False,Inlier,0.4420772826803157,0.09305176734769184,0.09305176734769184,0.4420772826803157
60,Cumala blanca,72.0,14.0,20.0,1,3.705,675800.0,9631373.0,True,False,False,Inlier,1.7764455224270352,-0.34609901955940237,-0.34609901955940237,1.7764455224270352
61,Copal,80.0,13.0,20.0,1,4.247,675756.0,9631437.0,True,False,False,Inlier,0.4448378355283842,-0.05029424381789737,-0.05029424381789737,0.4448378355283842
62,Panguana,96.0,17.0,22.0,1,7.998,675767.0,9631460.0,True,False,False,Inlier,0.7637179370390798,0.3545699387256483,0.3545699387256483,0.7637179370390798
63,Anuje rumo,70.0,12.0,23.0,1,3.002,675781.0,9631478.0,True,False,False,Inlier,0.5693688167620999,1.4087502505782132,1.4087502505782132,0.5693688167620999
64,Andiroba,50.0,14.0,20.0,1,1.787,675788.0,9631489.0,True,False,False,Inlier,-0.8863734009236653,0.2686274577822891,0.2686274577822891,-0.8863734009236653
65,Almendro,46.0,9.0,16.0,1,0.0,675805.0,9631514.0,False,False,False,Inlier,-1.535085498899846,-1.3070348013010198,-1.3070348013010198,-1.535085498899846
66,Yacushapana,53.0,16.0,22.0,1,2.294,675813.0,9631528.0,True,False,False,Inlier,-1.1479530600170051,0.4658123356840939,0.4658123356840939,-1.1479530600170051
67,Canela moena,46.0,11.0,15.0,2,1.188,675807.0,9631536.0,True,False,False,Inlier,-1.0995392381963713,-1.1600104614665274,-1.1600104614665274,-1.0995392381963713
68,Cumala blanca,54.0,15.0,21.0,1,2.233,675706.0,9631545.0,True,False,False,Inlier,-0.22510683719304406,0.09305176734769184,0.09305176734769184,-0.22510683719304406
69,Anuje rumo,67.0,14.0,20.0,1,3.208,675797.0,9631550.0,True,False,False,Inlier,0.2849769925623254,0.133791923239271,0.133791923239271,0.2849769925623254
70,Cumala llorona,46.0,13.0,19.0,1,0.0,675804.0,9631554.0,False,False,False,Inlier,-1.311723590624003,-0.504001863571629,-0.504001863571629,-1.311723590624003
71,Cumala llorona,46.0,13.0,19.0,1,0.0,675803.0,9631562.0,False,False,False,Inlier,-1.311723590624003,-0.504001863571629,-0.504001863571629,-1.311723590624003
72,Cumala llorona,48.0,15.0,20.0,2,1.764,675776.0,9631553.0,True,False,False,Inlier,-1.108618002398351,-0.09585311515779432,-0.09585311515779432,-1.108618002398351
73,Quillosisa,57.0,14.0,18.0,1,2.322,675772.0,9631543.0,True,False,False,Inlier,-0.5606207872362668,-1.1476892030227903,-1.1476892030227903,-0.5606207872362668
74,Andiroba,50.0,13.0,19.0,1,1.659,675730.0,9631542.0,True,False,False,Inlier,-0.8863734009236653,-0.08869774549415206,-0.08869774549415206,-0.8863734009236653
75,Almendro,60.0,11.0,18.0,1,2.022,675723.0,9631538.0,True,False,False,Inlier,-0.8577226896493199,-0.3614149261173269,-0.3614149261173269,-0.8577226896493199
76,Anuje rumo,67.0,13.0,18.0,2,2.979,675776.0,9631591.0,True,False,False,Inlier,0.2849769925623254,-0.7161802949866906,-0.7161802949866906,0.2849769925623254
77,Machimango,56.0,16.0,20.0,1,2.562,675778.0,9631599.0,True,False,False,Inlier,-0.6013896395846332,-0.41025306744479323,-0.41025306744479323,-0.6013896395846332
78,Yacushapana,48.0,12.0,18.0,2,1.411,675788.0,9631628.0,True,False,False,Inlier,-1.4143425990387604,-1.2759207455694772,-1.2759207455694772,-1.4143425990387604
79,Caimitillo,60.0,11.0,18.0,2,2.022,675799.0,9631629.0,True,False,False,Inlier,-0.3029565288569398,-0.7313071356019155,-0.7313071356019155,-0.3029565288569398
80,Mari mari,51.0,12.0,19.0,2,1.593,675763.0,9631675.0,True,False,False,Inlier,-1.0469633595332355,-0.7538363066373317,-0.7538363066373317,-1.0469633595332355
81,Panguana,60.0,15.0,20.0,1,2.757,675786.0,9631723.0,True,False,False,Inlier,-1.0475608993444676,-0.5621230735894414,-0.5621230735894414,-1.0475608993444676
82,Canela moena,47.0,10.0,16.0,2,1.128,675773.0,9631725.0,True,False,False,Inlier,-0.9626970185955129,-0.8045233845654949,-0.8045233845654949,-0.9626970185955129
83,Cumala blanca,46.0,14.0,20.0,1,0.0,675785.0,9631764.0,False,False,False,Inlier,-1.114685663690857,-0.34609901955940237,-0.34609901955940237,-1.114685663690857
84,Almendro,90.0,12.0,19.0,2,4.962,675811.0,9631747.0,True,False,False,Inlier,0.5937690444589502,0.11139501147451951,0.11139501147451951,0.5937690444589502
85,Cumala llorona,57.0,16.0,20.0,1,2.654,675814.0,9631742.0,True,False,False,Inlier,-0.19464285538291637,-0.09585311515779432,-0.09585311515779432,-0.19464285538291637
86,Cumala blanca,47.0,12.0,18.0,1,1.353,675807.0,9631747.0,True,False,False,Inlier,-1.0034883103786305,-1.2244005933735909,-1.2244005933735909,-1.0034883103786305
87,Cumala llorona,47.0,16.0,22.0,2,1.804,675813.0,9631763.0,True,False,False,Inlier,-1.210170796511177,0.720444381669875,0.720444381669875,-1.210170796511177
88,Andiroba,55.0,10.0,15.0,1,1.544,675786.0,9631789.0,True,False,False,Inlier,-0.38283331417815053,-1.5179985585999167,-1.5179985585999167,-0.38283331417815053
89,Anuje rumo,60.0,14.0,20.0,1,2.573,675774.0,9631787.0,True,False,False,Inlier,-0.37860393057048203,0.133791923239271,0.133791923239271,-0.37860393057048203
90,Andiroba,54.0,16.0,20.0,1,0.0,675760.0,9631784.0,False,False,False,Inlier,-0.4835413315272535,0.2686274577822891,0.2686274577822891,-0.4835413315272535
91,Andiroba,42.0,12.0,16.0,1,0.0,675793.0,9631852.0,False,False,False,Inlier,-1.692037539716489,-1.1606733553234754,-1.1606733553234754,-1.692037539716489
92,Yacushapana,87.0,16.0,22.0,1,6.182,675795.0,9631856.0,True,False,False,Inlier,0.6634958053309293,0.4658123356840939,0.4658123356840939,0.6634958053309293
93,Caimitillo,66.0,15.0,21.0,1,3.336,675770.0,9631881.0,True,False,False,Inlier,0.2729608329305101,0.6187983455093131,0.6187983455093131,0.2729608329305101
94,Anuje rumo,65.0,10.0,16.0,1,2.157,675812.0,9631970.0,True,False,False,Inlier,0.09538244309580897,-1.566152513212652,-1.566152513212652,0.09538244309580897
95,Copal,50.0,11.0,18.0,1,0.0,675811.0,9631979.0,False,False,False,Inlier,-1.0064898506782816,-0.7376489093291692,-0.7376489093291692,-1.0064898506782816
96,Cumala llorona,60.0,15.0,20.0,1,2.757,675805.0,9631987.0,True,False,False,Inlier,0.1100155269555618,-0.09585311515779432,-0.09585311515779432,0.1100155269555618
97,Cumala llorona,60.0,16.0,20.0,1,2.941,675746.0,9631990.0,True,False,False,Inlier,0.1100155269555618,-0.09585311515779432,-0.09585311515779432,0.1100155269555618
98,Marupa,48.0,15.0,21.0,1,1.764,675739.0,9631988.0,True,False,False,Inlier,-1.038937726320119,0.10775325049851969,0.10775325049851969,-1.038937726320119
99,Anuje rumo,52.0,15.0,21.0,1,0.0,675729.0,9631992.0,False,False,False,Inlier,-1.1369821284365476,0.5587780323522518,0.5587780323522518,-1.1369821284365476
100,Sacha casho,56.0,12.0,20.0,1,1.921,675750.0,9632092.0,True,False,False,Inlier,-1.2115945782677244,-0.7098569450910557,-0.7098569450910557,-1.2115945782677244
101,Cumala llorona,70.0,15.0,20.0,1,3.752,675753.0,9632019.0,True,False,False,Inlier,1.1255434680838223,-0.09585311515779432,-0.09585311515779432,1.1255434680838223
102,Cumala blanca,74.0,16.0,20.0,1,4.473,675751.0,9632060.0,True,False,False,Inlier,1.9988402290514884,-0.34609901955940237,-0.34609901955940237,1.9988402290514884
103,Cumala blanca,58.0,17.0,21.0,1,2.92,675736.0,9632047.0,True,False,False,Inlier,0.21968257605586244,0.09305176734769184,0.09305176734769184,0.21968257605586244
104,Mari mari,50.0,10.0,16.0,2,1.276,675822.0,9632092.0,True,False,False,Inlier,-1.1050943499989327,-1.8286128230311507,-1.8286128230311507,-1.1050943499989327
105,Palisangre,65.0,13.0,19.0,1,0.0,675822.0,9632107.0,False,False,False,Inlier,-0.7171685030679749,-0.6652047006885953,-0.6652047006885953,-0.7171685030679749
106,Pashaco,80.0,13.0,20.0,1,4.247,675810.0,9632137.0,True,False,False,Inlier,0.3715133542108661,-0.298454886419514,-0.298454886419514,0.3715133542108661
107,Cumala blanca,50.0,17.0,21.0,1,0.0,675788.0,9632143.0,False,False,False,Inlier,-0.6698962504419506,0.09305176734769184,0.09305176734769184,-0.6698962504419506
108,Cumala blanca,51.0,16.0,22.0,1,2.125,675779.0,9632139.0,True,False,False,Inlier,-0.5586988971297239,0.532202554254786,0.532202554254786,-0.5586988971297239
109,Pashaco,120.0,12.0,18.0,1,8.822,675795.0,9632157.0,True,True,False,Inlier,2.993259558746247,-1.1624032418444223,-1.1624032418444223,2.993259558746247
110,Mashonaste,50.0,16.0,21.0,1,2.042,675787.0,9632178.0,True,False,False,Inlier,-0.5939662284082665,0.2584028383490606,0.2584028383490606,-0.5939662284082665
111,Panguana,110.0,17.0,22.0,1,10.501,675759.0,9632195.0,True,False,False,Inlier,1.4681041511882371,0.3545699387256483,0.3545699387256483,1.4681041511882371
112,Andiroba,56.0,12.0,19.0,1,1.921,675751.0,9632200.0,True,False,False,Inlier,-0.2821252968290476,-0.08869774549415206,-0.08869774549415206,-0.2821252968290476
113,Palisangre,85.0,15.0,20.0,1,5.533,675716.0,9632218.0,True,False,False,Inlier,0.4957150460636125,-0.23463583987925024,-0.23463583987925024,0.4957150460636125
114,Mari mari,95.0,17.0,22.0,1,7.832,675713.0,9632232.0,True,False,False,Inlier,1.5108002209574445,0.3209402097564872,0.3209402097564872,1.5108002209574445
115,Mari mari,54.0,14.0,19.0,2,2.084,675681.0,9632219.0,True,False,False,Inlier,-0.8725703881361437,-0.7538363066373317,-0.7538363066373317,-0.8725703881361437
116,Andiroba,60.0,16.0,21.0,1,2.941,675698.0,9632152.0,True,False,False,Inlier,0.12070677256736426,0.6259526610587303,0.6259526610587303,0.12070677256736426
117,Machimango,70.0,15.0,20.0,2,3.752,675684.0,9632116.0,True,False,False,Inlier,0.7449426705862954,-0.41025306744479323,-0.41025306744479323,0.7449426705862954
118,Cumala llorona,54.0,17.0,22.0,1,2.531,675672.0,9632110.0,True,False,False,Inlier,-0.4993012377213945,0.720444381669875,0.720444381669875,-0.4993012377213945
119,Mashonaste,45.0,10.0,17.0,1,0.0,675676.0,9632099.0,False,False,False,Inlier,-0.9675298940738427,-1.331768474568239,-1.331768474568239,-0.9675298940738427
120,Mari mari,50.0,14.0,20.0,1,0.0,675709.0,9632023.0,False,False,False,Inlier,-1.1050943499989327,-0.39557746783939207,-0.39557746783939207,-1.1050943499989327
121,Mari mari,58.0,17.0,21.0,1,2.92,675711.0,9632001.0,True,False,False,Inlier,-0.6400464262733546,-0.037318629041452465,-0.037318629041452465,-0.6400464262733546
122,Panguana,136.0,13.0,20.0,1,12.275,675657.0,9631971.0,True,True,False,Inlier,2.7762499774652434,-0.5621230735894414,-0.5621230735894414,2.7762499774652434
123,Zapotillo,56.0,18.0,23.0,1,2.882,675661.0,9631938.0,True,False,False,Inlier,-0.10919227714702169,0.5284193913361783,0.5284193913361783,-0.10919227714702169
124,Andiroba,55.0,16.0,21.0,1,2.471,675661.0,9631933.0,True,False,False,Inlier,-0.38283331417815053,0.6259526610587303,0.6259526610587303,-0.38283331417815053
125,Aguanillo,60.0,18.0,23.0,1,3.308,675662.0,9631939.0,True,False,False,Inlier,0.726273846169863,,,0.726273846169863
126,Cumala blanca,75.0,18.0,24.0,1,5.169,675688.0,9631914.0,True,False,False,Inlier,2.110037582363715,1.4105041280689745,1.4105041280689745,2.110037582363715
127,Mari mari,80.0,18.0,25.0,1,5.881,675708.0,9631900.0,True,False,False,Inlier,0.6388353639719854,1.395716726150306,1.395716726150306,0.6388353639719854
128,Machimango,55.0,16.0,21.0,2,2.471,675708.0,9631897.0,True,False,False,Inlier,-0.697556233168271,0.05003086188351185,0.05003086188351185,-0.697556233168271
129,Pashaco,70.0,12.0,19.0,1,3.002,675708.0,9631885.0,True,False,False,Inlier,-0.2839231969229791,-0.7304290641319682,-0.7304290641319682,-0.2839231969229791
130,Pashaco,55.0,12.0,18.0,2,1.853,675702.0,9631881.0,True,False,False,Inlier,-1.2670780236237469,-1.1624032418444223,-1.1624032418444223,-1.2670780236237469
131,Pashaco,75.0,14.0,21.0,2,4.02,675683.0,9631830.0,True,False,False,Inlier,0.04379507864394352,0.13351929129294018,0.13351929129294018,0.04379507864394352
132,Azucar huayo,57.0,14.0,20.0,1,2.322,675693.0,9631780.0,True,False,False,Inlier,-0.3755094440269943,-0.4404624309928279,-0.4404624309928279,-0.3755094440269943
133,Cumala blanca,60.0,16.0,21.0,2,2.941,675677.0,9631692.0,True,False,False,Inlier,0.4420772826803157,0.09305176734769184,0.09305176734769184,0.4420772826803157
134,Cumala blanca,50.0,17.0,22.0,1,2.17,675680.0,9631687.0,True,False,False,Inlier,-0.6698962504419506,0.532202554254786,0.532202554254786,-0.6698962504419506
135,Almendro,67.0,11.0,20.0,1,2.521,675665.0,9631595.0,True,False,False,Inlier,-0.5190412850240569,0.584204949066366,0.584204949066366,-0.5190412850240569
136,Cumala llorona,46.0,15.0,20.0,1,0.0,675691.0,9631595.0,False,False,False,Inlier,-1.311723590624003,-0.09585311515779432,-0.09585311515779432,-1.311723590624003
137,Machimango,57.0,17.0,21.0,1,2.82,675701.0,9631589.0,True,False,False,Inlier,-0.5052230460009954,0.05003086188351185,0.05003086188351185,-0.5052230460009954
138,Pashaco,55.0,11.0,19.0,1,0.0,675678.0,9631473.0,False,False,False,Inlier,-1.2670780236237469,-0.7304290641319682,-0.7304290641319682,-1.2670780236237469
139,Cumala blanca,50.0,15.0,20.0,1,1.914,675693.0,9631457.0,True,False,False,Inlier,-0.6698962504419506,-0.34609901955940237,-0.34609901955940237,-0.6698962504419506
140,Cumala blanca,56.0,16.0,21.0,1,0.0,675684.0,9631420.0,False,False,False,Inlier,-0.002712130568590797,0.09305176734769184,0.09305176734769184,-0.002712130568590797
141,Cumala blanca,77.0,17.0,21.0,1,5.146,675695.0,9631405.0,True,True,False,Inlier,2.3324322889881683,0.09305176734769184,0.09305176734769184,2.3324322889881683
142,Panguana,52.0,12.0,16.0,1,0.0,675715.0,9631270.0,False,False,False,Inlier,-1.4500673074297004,-2.3955090982196205,-2.3955090982196205,-1.4500673074297004
143,Panguana,73.0,18.0,22.0,1,4.897,675720.0,9631180.0,True,False,False,Inlier,-0.39348798620596437,0.3545699387256483,0.3545699387256483,-0.39348798620596437
144,Cumala llorona,62.0,12.0,18.0,1,2.355,675723.0,9631150.0,True,False,False,Inlier,0.3131211151812139,-0.9121506119854637,-0.9121506119854637,0.3131211151812139
145,Panguana,107.0,10.0,20.0,1,5.845,675706.0,9631136.0,True,False,False,Inlier,1.3171642481562749,-0.5621230735894414,-0.5621230735894414,1.3171642481562749
146,Anuje rumo,63.0,13.0,18.0,1,0.0,675697.0,9631133.0,False,False,False,Inlier,-0.09421210637070743,-0.7161802949866906,-0.7161802949866906,-0.09421210637070743
147,Yacushapana,70.0,16.0,21.0,2,4.002,675696.0,9631126.0,True,False,False,Inlier,-0.24222862734303796,0.030379065370701105,0.030379065370701105,-0.24222862734303796
148,Machimango,60.0,16.0,22.0,1,2.941,675686.0,9631117.0,True,False,False,Inlier,-0.21672326525008218,0.5103147912118169,0.5103147912118169,-0.21672326525008218
149,Aguanillo,48.0,17.0,21.0,1,0.0,675665.0,9631124.0,False,False,False,Inlier,-0.7620508829269984,,,-0.7620508829269984
150,Machimango,61.0,14.0,20.0,1,2.659,675674.0,9631109.0,True,False,False,Inlier,-0.12055667166644442,-0.41025306744479323,-0.41025306744479323,-0.12055667166644442
151,Pashaco,70.0,17.0,22.0,1,0.0,675679.0,9631096.0,False,False,False,Inlier,-0.2839231969229791,0.5654934690053944,0.5654934690053944,-0.2839231969229791
152,Cumala blanca,54.0,17.0,21.0,1,0.0,675705.0,9631032.0,False,False,False,Inlier,-0.22510683719304406,0.09305176734769184,0.09305176734769184,-0.22510683719304406
153,Machimango,46.0,16.0,20.0,1,0.0,675701.0,9631020.0,False,False,False,Inlier,-1.5630555754210107,-0.41025306744479323,-0.41025306744479323,-1.5630555754210107
154,Cumala blanca,48.0,15.0,22.0,1,0.0,675705.0,9631023.0,False,False,False,Inlier,-0.8922909570664038,0.532202554254786,0.532202554254786,-0.8922909570664038
155,Cumala blanca,69.0,18.0,25.0,1,4.375,675725.0,9630996.0,True,False,False,Inlier,1.4428534624903553,1.8496549149760686,1.8496549149760686,1.4428534624903553
156,Mari mari,95.0,18.0,25.0,1,8.293,675701.0,9630975.0,True,False,False,Inlier,1.5108002209574445,1.395716726150306,1.395716726150306,1.5108002209574445
157,Aguanillo,53.0,13.0,18.0,1,1.864,675679.0,9630915.0,True,False,False,Inlier,-0.1419155791366395,,,-0.1419155791366395
158,Andiroba,86.0,14.0,19.0,1,5.286,675704.0,9630843.0,True,False,False,Inlier,2.739115223644041,-0.08869774549415206,-0.08869774549415206,2.739115223644041
159,Aguanillo,52.0,15.0,20.0,1,0.0,675721.0,9630827.0,False,False,False,Inlier,-0.2659426398947113,,,-0.2659426398947113
160,Cumala blanca,90.0,18.0,23.0,1,7.443,675700.0,9630776.0,True,True,False,Inlier,3.7779978820471145,0.9713533411618802,0.9713533411618802,3.7779978820471145
161,Marupa,56.0,12.0,19.0,1,1.921,675695.0,9630770.0,True,False,False,Inlier,-0.19351416038459288,-0.6824372531572895,-0.6824372531572895,-0.19351416038459288
