N°,PC,Nro Arbol,Faja,Especie,Dap ,HC,HT,CF,VOL M3,ESTE,NORTE,Condicion,Obs,COD_cond,COD_sp1,COD_sp2,COD_GPS
3357,3,547,30,Machimango blanco,65,16,19,1,3.451,673654,9634519,Aprovechable,,,Mach,bl,Mach bl_3/547
3358,3,548,30,Cumala llorona,69,17,20,1,4.132,673631,9634520,Aprovechable,,,Cuma,ll,Cuma ll_3/548
3359,3,549,30,Machimango blanco,74,17,20,1,4.752,673587,9634517,Aprovechable,,,Mach,bl,Mach bl_3/549
3360,3,283,31,Panguana,83,20,23,1,7.034,673568,9634487,Aprovechable,,,Pang,,Pang_3/283
3361,3,284,31,Ana caspi,65,18,22,1,0,673609,9634475,Semillero,,S,Ana ,ca,S_Ana  ca_3/284
3362,3,285,31,Azucar huayo,51,16,19,1,2.125,673594,9634455,Aprovechable,,,Azuc,hu,Azuc hu_3/285
3363,3,286,31,Machimango blanco,57,15,19,1,0,673587,9634471,Semillero,,S,Mach,bl,S_Mach bl_3/286
3364,3,287,31,Anuje rumo,54,16,18,1,2.382,673632,9634485,Aprovechable,,,Anuj,ru,Anuj ru_3/287
3365,3,288,31,Palisangre,55,15,19,1,0,673650,9634456,Semillero,,S,Pali,,S_Pali_3/288
3366,3,289,31,Marupa,58,18,22,1,3.091,673657,9634457,Aprovechable,,,Maru,,Maru_3/289
3367,3,290,31,Cumala blanca,46,12,18,1,1.296,673709,9634447,Aprovechable,,,Cuma,bl,Cuma bl_3/290
3368,3,291,31,Cachimbo,61,15,19,1,0,673716,9634448,Semillero,,S,Cach,,S_Cach_3/291
3369,3,292,31,Panguana,58,15,20,1,0,673755,9634459,Semillero,,S,Pang,,S_Pang_3/292
3370,3,293,31,Almendro,60,12,18,1,2.205,673769,9634459,Aprovechable,,,Alme,,Alme_3/293
3371,3,294,31,Pashaco,61,14,19,1,2.659,673783,9634446,Aprovechable,,,Pash,,Pash_3/294
3372,3,295,31,Palisangre,68,15,18,1,0,673793,9634461,Semillero,,S,Pali,,S_Pali_3/295
3373,3,296,31,Cumala blanca,48,12,19,1,1.411,673806,9634462,Aprovechable,,,Cuma,bl,Cuma bl_3/296
3374,3,297,31,Mari mari,64,10,18,1,0,673807,9634471,Semillero,,S,Mari,ma,S_Mari ma_3/297
3375,3,298,31,Azucar huayo,51,20,23,1,0,673849,9634426,Semillero,,S,Azuc,hu,S_Azuc hu_3/298
3376,3,299,31,Mashonaste,54,15,19,1,0,673884,9634444,Semillero,,S,Mash,,S_Mash_3/299
3377,3,300,31,Mari mari,97,16,20,1,7.685,673942,9634477,Aprovechable,,,Mari,ma,Mari ma_3/300
3378,3,403,31,Palisangre,85,20,24,1,7.377,673971,9634495,Aprovechable,,,Pali,,Pali_3/403
3379,3,404,31,Almendro,53,12,18,1,0,674064,9634488,Semillero,,S,Alme,,S_Alme_3/404
3380,3,405,31,Machimango blanco,52,15,19,1,0,674069,9634486,Semillero,,S,Mach,bl,S_Mach bl_3/405
3381,3,406,31,Pashaco,58,16,19,1,0,674066,9634489,Semillero,,S,Pash,,S_Pash_3/406
3382,3,407,31,Cumala llorona,55,15,20,1,2.316,674113,9634484,Aprovechable,,,Cuma,ll,Cuma ll_3/407
3383,3,408,31,Marupa,48,14,19,1,0,674223,9634452,Semillero,,S,Maru,,S_Maru_3/408
3384,3,409,31,Mari mari,67,14,20,1,0,674229,9634454,Semillero,,S,Mari,ma,S_Mari ma_3/409
3385,3,410,31,Panguana,102,20,24,1,10.623,674275,9634444,Aprovechable,,,Pang,,Pang_3/410
3386,3,411,31,Machimango blanco,52,15,19,1,0,674373,9634445,Semillero,,S,Mach,bl,S_Mach bl_3/411
3387,3,412,32,Cachimbo,86,20,23,1,7.551,674336,9634353,Aprovechable,,,Cach,,Cach_3/412
3388,3,413,32,Mari mari,87,18,22,1,6.955,674337,9634348,Aprovechable,,,Mari,ma,Mari ma_3/413
3389,3,414,32,Anuje rumo,54,16,19,1,0,674223,9634421,Semillero,,S,Anuj,ru,S_Anuj ru_3/414
3390,3,415,32,Pashaco,80,14,20,1,4.574,674217,9634418,Aprovechable,,,Pash,,Pash_3/415
3391,3,416,32,Almendro,74,16,20,1,4.473,674222,9634408,Aprovechable,,,Alme,,Alme_3/416
3392,3,417,32,Pashaco,76,18,21,1,5.308,674161,9634362,Aprovechable,,,Pash,,Pash_3/417
3393,3,418,32,Canela moena,47,12,18,1,1.353,674110,9634358,Aprovechable,,,Cane,mo,Cane mo_3/418
3394,3,419,32,Palisangre,63,18,22,1,3.647,674110,9634369,Aprovechable,,,Pali,,Pali_3/419
3395,3,420,32,Pashaco,53,15,18,1,0,673923,9634394,Semillero,,S,Pash,,S_Pash_3/420
3396,3,421,32,Machimango blanco,61,15,18,1,2.849,673895,9634369,Aprovechable,,,Mach,bl,Mach bl_3/421
3397,3,422,32,Cumala llorona,57,18,21,1,2.986,673895,9634361,Aprovechable,,,Cuma,ll,Cuma ll_3/422
3398,3,423,32,Caimitillo,68,16,20,1,3.777,673783,9634377,Aprovechable,,,Caim,,Caim_3/423
3399,3,424,32,Sacha casho,71,16,20,1,4.118,673782,9634350,Aprovechable,,,Sach,ca,Sach ca_3/424
3400,3,425,32,Cumala llorona,69,20,24,1,4.861,673757,9634329,Aprovechable,,,Cuma,ll,Cuma ll_3/425
3401,3,426,32,Cumala llorona,46,15,18,1,0,673619,9634381,Semillero,,S,Cuma,ll,S_Cuma ll_3/426
3402,3,427,32,Almendro,65,12,18,1,2.588,673567,9634346,Aprovechable,,,Alme,,Alme_3/427
3403,3,428,32,Aguanillo,46,16,20,1,1.728,673572,9634338,Aprovechable,,,Agua,,Agua_3/428
3404,3,429,33,Ana caspi,62,18,21,1,3.532,673608,9634313,Aprovechable,,,Ana ,ca,Ana  ca_3/429
3405,3,430,33,Cumala blanca,47,15,19,1,1.692,673634,9634288,Aprovechable,,,Cuma,bl,Cuma bl_3/430
3406,3,431,33,Almendro,65,16,20,1,3.451,673643,9634300,Aprovechable,,,Alme,,Alme_3/431
3407,3,432,33,Cumala blanca,53,15,19,1,2.151,673797,9634291,Aprovechable,,,Cuma,bl,Cuma bl_3/432
3408,3,433,33,Pashaco,52,15,20,1,0,673830,9634279,Semillero,,S,Pash,,S_Pash_3/433
3409,3,434,33,Cumala blanca,54,18,23,1,2.68,673888,9634311,Aprovechable,,,Cuma,bl,Cuma bl_3/434
3410,3,435,33,Cumala blanca,53,18,24,1,2.581,673904,9634289,Aprovechable,,,Cuma,bl,Cuma bl_3/435
3411,3,436,33,Cumala llorona,46,12,18,1,0,673995,9634305,Semillero,,S,Cuma,ll,S_Cuma ll_3/436
3412,3,437,33,Cumala llorona,63,18,23,1,3.647,674106,9634302,Aprovechable,,,Cuma,ll,Cuma ll_3/437
3413,3,438,33,Yacushapana,89,18,24,1,7.279,674136,9634261,Aprovechable,,,Yacu,,Yacu_3/438
3414,3,439,33,Charapilla,97,20,23,1,9.607,674172,9634290,Aprovechable,,,Char,,Char_3/439
3415,3,440,33,Caimitillo,48,12,18,1,0,674196,9634309,Semillero,,S,Caim,,S_Caim_3/440
3416,3,441,34,Zapotillo,69,18,23,1,4.375,674269,9634207,Aprovechable,,,Zapo,,Zapo_3/441
3417,3,442,34,Azucar huayo,51,16,20,1,2.125,674054,9634196,Aprovechable,,,Azuc,hu,Azuc hu_3/442
3418,3,443,34,Anuje rumo,58,15,19,1,2.576,674018,9634207,Aprovechable,,,Anuj,ru,Anuj ru_3/443
3419,3,444,34,Panguana,75,18,23,1,5.169,673968,9634220,Aprovechable,,,Pang,,Pang_3/444
3420,3,445,34,Palisangre,54,15,19,1,2.233,673830,9634254,Aprovechable,,,Pali,,Pali_3/445
3421,3,446,34,Palisangre,70,16,19,1,4.002,673781,9634237,Aprovechable,,,Pali,,Pali_3/446
3422,3,447,34,Cumala llorona,63,15,20,1,3.039,673767,9634232,Aprovechable,,,Cuma,ll,Cuma ll_3/447
3423,3,448,34,Yacushapana,71,12,19,1,3.088,673754,9634244,Aprovechable,,,Yacu,,Yacu_3/448
3424,3,449,34,Azucar huayo,51,20,23,1,2.656,673635,9634247,Aprovechable,,,Azuc,hu,Azuc hu_3/449
3425,3,450,34,Panguana,88,20,23,1,7.907,673605,9634237,Aprovechable,,,Pang,,Pang_3/450
3426,3,550,34,Marupa,49,14,18,1,1.716,673589,9634215,Aprovechable,,,Maru,,Maru_3/550
3427,3,551,35,Caimitillo,48,12,18,1,0,673627,9634162,Semillero,,S,Caim,,S_Caim_3/551
3428,3,552,35,Cumala blanca,52,14,19,1,1.933,673658,9634119,Aprovechable,,,Cuma,bl,Cuma bl_3/552
3429,3,553,35,Cumala llorona,51,12,18,1,1.593,673706,9634129,Aprovechable,,,Cuma,ll,Cuma ll_3/553
3430,3,554,35,Mari mari,76,20,23,1,5.897,673718,9634128,Aprovechable,,,Mari,ma,Mari ma_3/554
3431,3,555,35,Azucar huayo,51,15,19,1,1.992,673802,9634146,Aprovechable,,,Azuc,hu,Azuc hu_3/555
3432,3,556,35,Caimitillo,46,14,20,1,0,673892,9634185,Semillero,,S,Caim,,S_Caim_3/556
3433,3,557,35,Palisangre,85,20,24,1,7.377,674111,9634141,Aprovechable,,,Pali,,Pali_3/557
3434,3,558,35,Pashaco,93,14,20,1,6.182,674121,9634141,Aprovechable,,,Pash,,Pash_3/558
3435,3,559,35,Pashaco,68,20,23,1,4.721,674291,9634130,Aprovechable,,,Pash,,Pash_3/559
3436,3,560,35,Machimango blanco,58,18,21,1,3.091,674354,9634163,Aprovechable,,,Mach,bl,Mach bl_3/560
3437,3,561,36,Machimango blanco,61,20,23,1,3.799,674307,9634047,Aprovechable,,,Mach,bl,Mach bl_3/561
3438,3,562,36,Anuje rumo,48,12,19,1,0,674033,9634079,Semillero,,S,Anuj,ru,S_Anuj ru_3/562
3439,3,563,36,Cumala llorona,64,14,19,1,2.927,674055,9634079,Aprovechable,,,Cuma,ll,Cuma ll_3/563
3440,3,564,36,Cumala blanca,51,15,20,1,1.992,673858,9634060,Aprovechable,,,Cuma,bl,Cuma bl_3/564
3441,3,565,36,Copal,47,15,18,1,0,673713,9634106,Semillero,,S,Copa,,S_Copa_3/565
3442,3,566,36,Cachimbo,68,17,20,1,4.013,673648,9634103,Aprovechable,,,Cach,,Cach_3/566
3443,3,567,36,Mari mari,69,18,21,1,4.375,673622,9634063,Aprovechable,,,Mari,ma,Mari ma_3/567
3444,3,568,36,Canela moena,54,20,23,1,2.977,673568,9634091,Aprovechable,,,Cane,mo,Cane mo_3/568
3445,3,569,36,Mari mari,62,20,24,1,0,673566,9634111,Semillero,,S,Mari,ma,S_Mari ma_3/569
3446,3,601,37,Cumala blanca,50,14,17,1,1.787,673654,9634017,Aprovechable,,,Cuma,bl,Cuma bl_3/601
3447,3,602,37,Mari mari,115,20,24,1,13.503,673662,9633999,Aprovechable,,,Mari,ma,Mari ma_3/602
3448,3,603,37,Cumala llorona,61,12,15,1,2.28,673656,9633979,Aprovechable,,,Cuma,ll,Cuma ll_3/603
3449,3,604,37,Cumala blanca,57,12,16,2,1.99,673753,9634044,Aprovechable,,,Cuma,bl,Cuma bl_3/604
3450,3,605,37,Cumala llorona,58,10,15,2,1.717,673846,9633978,Aprovechable,,,Cuma,ll,Cuma ll_3/605
3451,3,606,37,Pashaco,59,12,17,2,2.133,673845,9633970,Aprovechable,,,Pash,,Pash_3/606
3452,3,607,37,Anuje rumo,59,9,13,1,1.599,673854,9633973,Aprovechable,,,Anuj,ru,Anuj ru_3/607
3453,3,608,37,Cumala llorona,66,18,21,1,4.003,674011,9634001,Aprovechable,,,Cuma,ll,Cuma ll_3/608
3454,3,609,37,Almendro,75,12,16,1,3.446,674352,9634037,Aprovechable,,,Alme,,Alme_3/609
3455,3,610,37,Cachimbo,82,18,22,1,6.179,674384,9633971,Aprovechable,,,Cach,,Cach_3/610
3456,3,611,38,Palisangre,75,12,16,1,3.446,674335,9633930,Aprovechable,,,Pali,,Pali_3/611
3457,3,612,38,Cumala llorona,52,14,18,1,0,674000,9633948,Semillero,,S,Cuma,ll,S_Cuma ll_3/612
3458,3,613,38,Cumala llorona,62,18,22,1,3.532,673963,9633954,Aprovechable,,,Cuma,ll,Cuma ll_3/613
3459,3,614,38,Anuje rumo,53,10,15,2,0,673822,9633921,Semillero,,S,Anuj,ru,S_Anuj ru_3/614
3460,3,615,38,Cumala llorona,68,12,16,2,2.833,673819,9633900,Aprovechable,,,Cuma,ll,Cuma ll_3/615
3461,3,616,38,Copal,60,14,17,1,0,673810,9633893,Semillero,,S,Copa,,S_Copa_3/616
3462,3,617,38,Cumala blanca,62,18,21,1,3.532,673771,9633953,Aprovechable,,,Cuma,bl,Cuma bl_3/617
3463,3,618,38,Cumala blanca,65,20,23,1,4.314,673762,9633944,Aprovechable,,,Cuma,bl,Cuma bl_3/618
3464,3,619,38,Anuje rumo,71,16,20,1,0,673740,9633942,Semillero,,S,Anuj,ru,S_Anuj ru_3/619
3465,3,620,38,Cumala llorona,57,20,23,1,0,673723,9633946,Semillero,,S,Cuma,ll,S_Cuma ll_3/620
3466,3,621,38,Cumala llorona,72,17,21,1,4.499,673705,9633928,Aprovechable,,,Cuma,ll,Cuma ll_3/621
3467,3,622,38,Mashonaste,100,18,21,1,9.189,673690,9633917,Aprovechable,,,Mash,,Mash_3/622
3468,3,623,38,Palta moena,47,16,20,1,0,673680,9633928,Semillero,,S,Palt,mo,S_Palt mo_3/623
3469,3,624,38,Anuje rumo,69,16,20,1,3.889,673680,9633940,Aprovechable,,,Anuj,ru,Anuj ru_3/624
3470,3,625,38,Yacushapana,54,18,21,2,2.68,673609,9633954,Aprovechable,,,Yacu,,Yacu_3/625
3471,3,626,38,Anuje rumo,55,9,12,2,1.39,673599,9633937,Aprovechable,,,Anuj,ru,Anuj ru_3/626
3472,3,627,38,Panguana,112,20,23,1,12.808,673567,9633965,Aprovechable,,,Pang,,Pang_3/627
3473,3,628,39,Aguanillo,48,20,23,1,0,673563,9633842,Semillero,,S,Agua,,S_Agua_3/628
3474,3,629,39,Cumala llorona,63,18,21,1,0,673577,9633842,Semillero,,S,Cuma,ll,S_Cuma ll_3/629
3475,3,630,39,Sacha casho,57,16,20,1,0,673670,9633857,Semillero,,S,Sach,ca,S_Sach ca_3/630
3476,3,631,39,Anuje rumo,63,9,13,2,1.824,673661,9633846,Aprovechable,,,Anuj,ru,Anuj ru_3/631
3477,3,632,39,Cumala llorona,50,10,13,2,1.276,673765,9633803,Aprovechable,,,Cuma,ll,Cuma ll_3/632
3478,3,633,39,Ana caspi,56,12,16,2,1.921,673790,9633834,Aprovechable,,,Ana ,ca,Ana  ca_3/633
3479,3,634,39,Cumala llorona,65,20,23,1,4.314,673816,9633837,Aprovechable,,,Cuma,ll,Cuma ll_3/634
3480,3,635,39,Cumala blanca,47,12,15,2,1.353,673822,9633835,Aprovechable,,,Cuma,bl,Cuma bl_3/635
3481,3,636,39,Anuje rumo,62,12,15,1,2.355,673869,9633874,Aprovechable,,,Anuj,ru,Anuj ru_3/636
3482,3,637,39,Cumala llorona,65,16,20,1,0,673913,9633866,Semillero,,S,Cuma,ll,S_Cuma ll_3/637
3483,3,638,39,Caimitillo,56,14,18,1,0,673923,9633851,Semillero,,S,Caim,,S_Caim_3/638
3484,3,639,39,Caimitillo,68,13,17,1,3.069,673928,9633829,Aprovechable,,,Caim,,Caim_3/639
3485,3,640,39,Caimitillo,51,10,14,1,1.328,673926,9633829,Aprovechable,,,Caim,,Caim_3/640
3486,3,641,39,Mari mari,71,18,22,1,4.632,673932,9633817,Aprovechable,,,Mari,ma,Mari ma_3/641
3487,3,642,39,Palisangre,80,10,15,2,3.267,673978,9633822,Aprovechable,,,Pali,,Pali_3/642
3488,3,643,39,Cumala blanca,54,18,22,1,2.68,674020,9633897,Aprovechable,,,Cuma,bl,Cuma bl_3/643
3489,3,644,39,Cumala blanca,57,16,20,1,0,674029,9633908,Semillero,,S,Cuma,bl,S_Cuma bl_3/644
3490,3,645,39,Ana caspi,63,12,15,1,2.431,674044,9633871,Aprovechable,,,Ana ,ca,Ana  ca_3/645
3491,3,646,39,Tornillo,62,8,12,1,1.57,674065,9633823,Aprovechable,,,Torn,,Torn_3/646
3492,3,647,39,Palisangre,42,16,20,1,0,674112,9633829,Semillero,,S,Pali,,S_Pali_3/647
3493,3,648,39,Cumala llorona,60,14,18,1,2.573,674133,9633833,Aprovechable,,,Cuma,ll,Cuma ll_3/648
3494,3,649,39,Pashaco,98,16,21,1,7.845,674142,9633863,Aprovechable,,,Pash,,Pash_3/649
3495,3,650,39,Pashaco,85,12,17,1,4.426,674215,9633824,Aprovechable,,,Pash,,Pash_3/650
3496,3,651,39,Cumala blanca,53,12,16,1,1.721,674257,9633851,Aprovechable,,,Cuma,bl,Cuma bl_3/651
3497,3,652,39,Cumala blanca,55,12,16,1,1.853,674277,9633858,Aprovechable,,,Cuma,bl,Cuma bl_3/652
3498,3,653,39,Cumala llorona,49,9,12,1,1.103,674370,9633855,Aprovechable,,,Cuma,ll,Cuma ll_3/653
3499,3,654,40,Pashaco,58,18,21,1,0,674298,9633802,Semillero,,S,Pash,,S_Pash_3/654
3500,3,655,40,Pashaco,110,18,22,1,11.119,674307,9633808,Aprovechable,,,Pash,,Pash_3/655
3501,3,656,40,Pashaco,140,16,20,1,16.01,674270,9633790,Aprovechable,,,Pash,,Pash_3/656
3502,3,657,40,Pashaco,64,20,24,1,4.182,674243,9633776,Aprovechable,,,Pash,,Pash_3/657
3503,3,658,40,Pashaco,85,16,21,2,5.901,674238,9633767,Aprovechable,,,Pash,,Pash_3/658
3504,3,659,40,Palta moena,49,12,15,1,1.471,674180,9633795,Aprovechable,,,Palt,mo,Palt mo_3/659
3505,3,660,40,Cumala llorona,55,12,16,2,1.853,674160,9633779,Aprovechable,,,Cuma,ll,Cuma ll_3/660
3506,3,661,40,Machimango negro,58,10,14,1,1.717,674037,9633816,Aprovechable,,,Mach,ne,Mach ne_3/661
3507,3,662,40,Caimitillo,61,12,15,1,2.28,673984,9633767,Aprovechable,,,Caim,,Caim_3/662
3508,3,663,40,Marupa,61,8,13,2,1.52,673972,9633775,Aprovechable,,,Maru,,Maru_3/663
3509,3,664,40,Palisangre,53,12,15,1,1.721,673941,9633790,Aprovechable,,,Pali,,Pali_3/664
3510,3,665,40,Mari mari,87,12,17,2,4.637,673818,9633793,Aprovechable,,,Mari,ma,Mari ma_3/665
3511,3,666,40,Aguanillo,72,16,20,1,4.234,673717,9633759,Aprovechable,,,Agua,,Agua_3/666
3512,3,667,40,Cumala blanca,82,20,24,2,6.865,673704,9633760,Aprovechable,,,Cuma,bl,Cuma bl_3/667
3513,3,668,40,Andiroba,78,18,21,1,5.591,673701,9633748,Aprovechable,,,Andi,,Andi_3/668
3514,3,669,40,Copal,60,16,20,1,2.941,673684,9633784,Aprovechable,,,Copa,,Copa_3/669
3515,3,670,40,Andiroba,42,12,15,1,0,673655,9633832,Semillero,,S,Andi,,S_Andi_3/670
3516,3,671,40,Palisangre,75,12,17,1,3.446,673610,9633793,Aprovechable,,,Pali,,Pali_3/671
3517,3,672,41,Caimitillo,64,16,20,1,3.346,673565,9633688,Aprovechable,,,Caim,,Caim_3/672
3518,3,673,41,Caimitillo,58,9,13,2,1.546,673765,9633730,Aprovechable,,,Caim,,Caim_3/673
3519,3,674,41,Anuje rumo,62,12,15,2,2.355,673813,9633695,Aprovechable,,,Anuj,ru,Anuj ru_3/674
3520,3,675,41,Mari mari,46,12,15,1,1.296,673821,9633694,Aprovechable,,,Mari,ma,Mari ma_3/675
3521,3,676,41,Pashaco,66,14,18,1,3.113,673837,9633692,Aprovechable,,,Pash,,Pash_3/676
3522,3,677,41,Cumala llorona,57,12,16,2,1.99,673856,9633686,Aprovechable,,,Cuma,ll,Cuma ll_3/677
3523,3,678,41,Almendro,87,10,16,1,3.864,673858,9633686,Aprovechable,,,Alme,,Alme_3/678
3524,3,679,41,Palisangre,80,14,19,1,4.574,673948,9633685,Aprovechable,,,Pali,,Pali_3/679
3525,3,680,41,Palta moena,51,10,15,1,1.328,673949,9633685,Aprovechable,,,Palt,mo,Palt mo_3/680
3526,3,681,41,Palta moena,65,18,21,1,0,674016,9633706,Semillero,,S,Palt,mo,S_Palt mo_3/681
3527,3,682,41,Cumala llorona,52,12,15,1,0,674082,9633695,Semillero,,S,Cuma,ll,S_Cuma ll_3/682
3528,3,683,42,Machimango negro,60,10,15,1,1.838,674188,9633623,Aprovechable,,,Mach,ne,Mach ne_3/683
3529,3,684,42,Pashaco,65,10,15,2,2.157,674120,9633657,Aprovechable,,,Pash,,Pash_3/684
3530,3,685,42,Cumala llorona,47,12,16,1,1.353,673924,9633641,Aprovechable,,,Cuma,ll,Cuma ll_3/685
3531,3,686,42,Sacha casho,50,20,23,1,0,673776,9633623,Semillero,,S,Sach,ca,S_Sach ca_3/686
3532,3,687,42,Azucar huayo,60,22,25,1,0,673784,9633610,Semillero,,S,Azuc,hu,S_Azuc hu_3/687
3533,3,688,42,Cumala blanca,49,10,14,1,1.226,673726,9633646,Aprovechable,,,Cuma,bl,Cuma bl_3/688
3534,3,689,42,Canela moena,54,12,15,1,0,673667,9633616,Semillero,,S,Cane,mo,S_Cane mo_3/689
3535,3,721,43,Cumala llorona,49,18,21,1,0,673626,9633606,Semillero,,S,Cuma,ll,S_Cuma ll_3/721
3536,3,722,43,Cumala llorona,47,18,21,1,0,673666,9633568,Semillero,,S,Cuma,ll,S_Cuma ll_3/722
3537,3,723,43,Yacushapana,103,18,21,1,9.749,673617,9633582,Aprovechable,,,Yacu,,Yacu_3/723
3538,3,724,43,Cumala blanca,48,18,21,1,0,673747,9633579,Semillero,,S,Cuma,bl,S_Cuma bl_3/724
3539,3,725,43,Cumala blanca,50,17,21,1,0,673760,9633591,Semillero,,S,Cuma,bl,S_Cuma bl_3/725
3540,3,726,43,Cumala blanca,58,18,21,1,3.091,673772,9633581,Aprovechable,,,Cuma,bl,Cuma bl_3/726
3541,3,727,43,Cumala blanca,49,17,20,1,2.084,673923,9633528,Aprovechable,,,Cuma,bl,Cuma bl_3/727
3542,3,728,43,Pashaco,52,17,22,1,0,674084,9633562,Semillero,,S,Pash,,S_Pash_3/728
3543,3,729,43,Zapotillo,60,18,21,1,3.308,674146,9633574,Aprovechable,,,Zapo,,Zapo_3/729
3544,3,730,43,Zapotillo,66,18,21,1,4.003,674289,9633603,Aprovechable,,,Zapo,,Zapo_3/730
3545,3,731,44,Cumala llorona,50,17,20,1,2.17,674383,9633518,Aprovechable,,,Cuma,ll,Cuma ll_3/731
3546,3,732,44,Ana caspi,95,19,24,2,8.754,674216,9633510,Aprovechable,,,Ana ,ca,Ana  ca_3/732
3547,3,733,44,Cachimbo,48,17,20,1,0,674189,9633490,Semillero,,S,Cach,,S_Cach_3/733
3548,3,734,44,Cumala llorona,52,18,21,1,2.485,674151,9633469,Aprovechable,,,Cuma,ll,Cuma ll_3/734
3549,3,735,44,Palisangre,46,17,22,1,0,674132,9633456,Semillero,,S,Pali,,S_Pali_3/735
3550,3,736,44,Pashaco,60,17,20,1,3.124,674031,9633461,Aprovechable,,,Pash,,Pash_3/736
3551,3,737,44,Zapotillo,69,18,22,1,0,673949,9633476,Semillero,,S,Zapo,,S_Zapo_3/737
3552,3,738,44,Ana caspi,50,19,23,1,0,673876,9633510,Semillero,,S,Ana ,ca,S_Ana  ca_3/738
3553,3,739,44,Canela moena,49,16,19,1,0,673831,9633481,Semillero,,S,Cane,mo,S_Cane mo_3/739
3554,3,740,44,Cumala blanca,48,18,21,1,2.117,673725,9633475,Aprovechable,,,Cuma,bl,Cuma bl_3/740
3555,3,741,44,Cumala blanca,48,17,20,1,2,673709,9633496,Aprovechable,,,Cuma,bl,Cuma bl_3/741
3556,3,742,44,Cumala blanca,52,18,21,1,2.485,673684,9633495,Aprovechable,,,Cuma,bl,Cuma bl_3/742
3557,3,743,44,Cumala llorona,50,16,19,1,2.042,673646,9633463,Aprovechable,,,Cuma,ll,Cuma ll_3/743
3558,3,744,44,Charapilla,69,16,20,1,3.889,673644,9633454,Aprovechable,,,Char,,Char_3/744
3559,3,745,44,Andiroba,58,17,20,1,2.92,673617,9633453,Aprovechable,,,Andi,,Andi_3/745
3560,3,746,44,Almendro,80,13,19,1,0,673568,9633510,Semillero,,S,Alme,,S_Alme_3/746
3561,3,747,45,Cumala blanca,60,20,24,1,3.676,673586,9633439,Aprovechable,,,Cuma,bl,Cuma bl_3/747
3562,3,748,45,Panguana,102,18,22,1,9.56,673627,9633426,Aprovechable,,,Pang,,Pang_3/748
3563,3,749,45,Cachimbo,102,20,21,1,10.623,673635,9633419,Aprovechable,,,Cach,,Cach_3/749
3564,3,750,45,Azucar huayo,52,18,20,1,0,673750,9633402,Semillero,,S,Azuc,hu,S_Azuc hu_3/750
3565,3,751,45,Cumala llorona,46,15,20,1,0,673759,9633427,Semillero,,S,Cuma,ll,S_Cuma ll_3/751
3566,3,752,45,Pashaco,78,18,23,1,5.591,673819,9633415,Aprovechable,,,Pash,,Pash_3/752
3567,3,753,45,Machimango blanco,52,17,20,1,0,673930,9633397,Semillero,,S,Mach,bl,S_Mach bl_3/753
3568,3,754,45,Palisangre,72,16,20,1,4.234,674137,9633404,Aprovechable,,,Pali,,Pali_3/754
3569,3,755,45,Mari mari,57,17,21,1,0,674165,9633429,Semillero,,S,Mari,ma,S_Mari ma_3/755
3570,3,756,45,Cumala llorona,54,16,20,2,2.382,674215,9633415,Aprovechable,,,Cuma,ll,Cuma ll_3/756
3571,3,757,45,Palisangre,63,17,21,1,3.445,674221,9633419,Aprovechable,,,Pali,,Pali_3/757
3572,3,758,45,Palisangre,59,17,20,1,3.021,674237,9633407,Aprovechable,,,Pali,,Pali_3/758
3573,3,759,45,Cumala llorona,54,17,21,1,0,674260,9633413,Semillero,,S,Cuma,ll,S_Cuma ll_3/759
3574,3,760,45,Mari mari,62,16,20,1,3.14,674255,9633435,Aprovechable,,,Mari,ma,Mari ma_3/760
3575,3,761,45,Cumala caupuri,48,18,21,1,0,674263,9633440,Semillero,,S,Cuma,ca,S_Cuma ca_3/761
3576,3,762,45,Cumala blanca,52,20,24,1,2.761,674290,9633447,Aprovechable,,,Cuma,bl,Cuma bl_3/762
3577,3,763,45,Cumala blanca,48,19,22,1,2.235,674289,9633453,Aprovechable,,,Cuma,bl,Cuma bl_3/763
3578,3,764,45,Cumala blanca,50,20,24,1,2.553,674292,9633454,Aprovechable,,,Cuma,bl,Cuma bl_3/764
3579,3,765,46,Cumala llorona,59,17,21,1,0,674357,9633339,Semillero,,S,Cuma,ll,S_Cuma ll_3/765
3580,3,766,46,Palisangre,54,17,21,1,0,674324,9633354,Semillero,,S,Pali,,S_Pali_3/766
3581,3,767,46,Cumala llorona,59,17,21,2,3.021,674291,9633318,Aprovechable,,,Cuma,ll,Cuma ll_3/767
3582,3,768,46,Cumala blanca,47,16,21,2,1.804,674223,9633300,Aprovechable,,,Cuma,bl,Cuma bl_3/768
3583,3,769,46,Cumala llorona,47,15,19,2,1.692,674205,9633343,Aprovechable,,,Cuma,ll,Cuma ll_3/769
3584,3,770,46,Anuje rumo,70,17,21,1,4.253,674202,9633338,Aprovechable,,,Anuj,ru,Anuj ru_3/770
3585,3,771,46,Cumala llorona,70,18,21,1,4.503,674209,9633348,Aprovechable,,,Cuma,ll,Cuma ll_3/771
3586,3,772,46,Azucar huayo,60,18,21,1,3.308,674153,9633325,Aprovechable,,,Azuc,hu,Azuc hu_3/772
3587,3,773,46,Charapilla,70,16,20,1,4.002,673898,9633339,Aprovechable,,,Char,,Char_3/773
3588,3,774,46,Cumala blanca,46,17,21,1,0,673845,9633321,Semillero,,S,Cuma,bl,S_Cuma bl_3/774
